"","Auth1","Auth2","ref.year","journal","tax_name","top1_tax_name","tax_id"
"147","Clements,N.J.","Cohen,S.J.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"148","Clements,N.J.","Coursaget,P.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"149","Clements,N.J.","Buisson,Y.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"150","Clements,N.J.","Warren,R.L.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"151","Clements,N.J.","Longer,C.F.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"288","Zhang,H.Y.","Caudill,J.C.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"289","Zhang,H.Y.","Cohen,S.J.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"290","Zhang,H.Y.","Coursaget,P.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"291","Zhang,H.Y.","Buisson,Y.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"292","Zhang,H.Y.","Warren,R.L.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"293","Zhang,H.Y.","Longer,C.F.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"430","Caudill,J.C.","Cohen,S.J.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"431","Caudill,J.C.","Coursaget,P.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"432","Caudill,J.C.","Buisson,Y.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"433","Caudill,J.C.","Warren,R.L.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"434","Caudill,J.C.","Longer,C.F.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"571","Cohen,S.J.","Coursaget,P.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"572","Cohen,S.J.","Buisson,Y.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"573","Cohen,S.J.","Warren,R.L.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"574","Cohen,S.J.","Longer,C.F.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"711","Coursaget,P.","Buisson,Y.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"712","Coursaget,P.","Warren,R.L.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"713","Coursaget,P.","Longer,C.F.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"850","Buisson,Y.","Warren,R.L.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"851","Buisson,Y.","Longer,C.F.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"988","Warren,R.L.","Longer,C.F.",1995,"Submitted (06-NOV-1995) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"11","Saito,A.","Kanno,T.",1995,"Submitted (07-FEB-1995) Shigeo Yamaguchi, National Institute of	Animal Health, 2nd Research Division; 3-1-1, Kannondai, Tsukuba,	Ibaraki 305, Japan (E-mail:syama@niah.affrc.go.jp,	Tel:81-298-38-7760, Fax:81-298-38-7880)","Porcine reproductive and respiratory syndrome virus","Viruses",28344
"21","Saito,A.","Murakami,Y.",1995,"Submitted (07-FEB-1995) Shigeo Yamaguchi, National Institute of	Animal Health, 2nd Research Division; 3-1-1, Kannondai, Tsukuba,	Ibaraki 305, Japan (E-mail:syama@niah.affrc.go.jp,	Tel:81-298-38-7760, Fax:81-298-38-7880)","Porcine reproductive and respiratory syndrome virus","Viruses",28344
"31","Saito,A.","Marumatsu,M.",1995,"Submitted (07-FEB-1995) Shigeo Yamaguchi, National Institute of	Animal Health, 2nd Research Division; 3-1-1, Kannondai, Tsukuba,	Ibaraki 305, Japan (E-mail:syama@niah.affrc.go.jp,	Tel:81-298-38-7760, Fax:81-298-38-7880)","Porcine reproductive and respiratory syndrome virus","Viruses",28344
"41","Saito,A.","Yamaguchi,S.",1995,"Submitted (07-FEB-1995) Shigeo Yamaguchi, National Institute of	Animal Health, 2nd Research Division; 3-1-1, Kannondai, Tsukuba,	Ibaraki 305, Japan (E-mail:syama@niah.affrc.go.jp,	Tel:81-298-38-7760, Fax:81-298-38-7880)","Porcine reproductive and respiratory syndrome virus","Viruses",28344
"1451","Kanno,T.","Murakami,Y.",1995,"Submitted (07-FEB-1995) Shigeo Yamaguchi, National Institute of	Animal Health, 2nd Research Division; 3-1-1, Kannondai, Tsukuba,	Ibaraki 305, Japan (E-mail:syama@niah.affrc.go.jp,	Tel:81-298-38-7760, Fax:81-298-38-7880)","Porcine reproductive and respiratory syndrome virus","Viruses",28344
"1461","Kanno,T.","Marumatsu,M.",1995,"Submitted (07-FEB-1995) Shigeo Yamaguchi, National Institute of	Animal Health, 2nd Research Division; 3-1-1, Kannondai, Tsukuba,	Ibaraki 305, Japan (E-mail:syama@niah.affrc.go.jp,	Tel:81-298-38-7760, Fax:81-298-38-7880)","Porcine reproductive and respiratory syndrome virus","Viruses",28344
"1471","Kanno,T.","Yamaguchi,S.",1995,"Submitted (07-FEB-1995) Shigeo Yamaguchi, National Institute of	Animal Health, 2nd Research Division; 3-1-1, Kannondai, Tsukuba,	Ibaraki 305, Japan (E-mail:syama@niah.affrc.go.jp,	Tel:81-298-38-7760, Fax:81-298-38-7880)","Porcine reproductive and respiratory syndrome virus","Viruses",28344
"2881","Murakami,Y.","Marumatsu,M.",1995,"Submitted (07-FEB-1995) Shigeo Yamaguchi, National Institute of	Animal Health, 2nd Research Division; 3-1-1, Kannondai, Tsukuba,	Ibaraki 305, Japan (E-mail:syama@niah.affrc.go.jp,	Tel:81-298-38-7760, Fax:81-298-38-7880)","Porcine reproductive and respiratory syndrome virus","Viruses",28344
"2891","Murakami,Y.","Yamaguchi,S.",1995,"Submitted (07-FEB-1995) Shigeo Yamaguchi, National Institute of	Animal Health, 2nd Research Division; 3-1-1, Kannondai, Tsukuba,	Ibaraki 305, Japan (E-mail:syama@niah.affrc.go.jp,	Tel:81-298-38-7760, Fax:81-298-38-7880)","Porcine reproductive and respiratory syndrome virus","Viruses",28344
"4301","Marumatsu,M.","Yamaguchi,S.",1995,"Submitted (07-FEB-1995) Shigeo Yamaguchi, National Institute of	Animal Health, 2nd Research Division; 3-1-1, Kannondai, Tsukuba,	Ibaraki 305, Japan (E-mail:syama@niah.affrc.go.jp,	Tel:81-298-38-7760, Fax:81-298-38-7880)","Porcine reproductive and respiratory syndrome virus","Viruses",28344
"12","Hashimoto,Y.","Hayashi,K.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"22","Hashimoto,Y.","Okuno,Y.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"32","Hashimoto,Y.","Hayakawa,T.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"42","Hashimoto,Y.","Saimoto,A.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"51","Hashimoto,Y.","Granados,R.R.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"61","Hashimoto,Y.","Matsumoto,T.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"1452","Hayashi,K.","Okuno,Y.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"1462","Hayashi,K.","Hayakawa,T.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"1472","Hayashi,K.","Saimoto,A.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"1481","Hayashi,K.","Granados,R.R.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"1491","Hayashi,K.","Matsumoto,T.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"2882","Okuno,Y.","Hayakawa,T.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"2892","Okuno,Y.","Saimoto,A.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"2901","Okuno,Y.","Granados,R.R.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"2911","Okuno,Y.","Matsumoto,T.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"4302","Hayakawa,T.","Saimoto,A.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"4311","Hayakawa,T.","Granados,R.R.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"4321","Hayakawa,T.","Matsumoto,T.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"5711","Saimoto,A.","Granados,R.R.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"5721","Saimoto,A.","Matsumoto,T.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"7111","Granados,R.R.","Matsumoto,T.",1995,"Submitted (21-JUN-1995) Yoshifumi Hashimoto, Kyoto Institute of	Technology, Department of Applied Biology; Matsugasaki, Sakyo-ku,	Kyoto, Kyoto 606, Japan (E-mail:lmp@ipc.kit.ac.jp,	Tel:81-75-724-7777, Fax:81-75-724-7710)","Trichoplusia ni granulovirus","Viruses",10462
"13","Wu,R.-R.","Mizokami,M.",1995,"Submitted (16-SEP-1995) Masashi Mizokami, Nagoya City University	Medical School, Second Department of Medicine; 1-1 Kawasumi,	Mizuho, Nagoya, Aichi 467, Japan	(E-mail:mizokami@med.nagoya-cu.ac.jp, Tel:81-52-853-8748,	Fax:81-52-852-0849)","Hepacivirus C","Viruses",11103
"14","Xin,K.-Q.","Crandall,K.A.",1995,"Submitted (29-SEP-1995) Contact:Ke-Qin Xin Yokohama City	University, Bacteriology; 3-9 Fukuura, Kanazawa-ku, Yokohama,	Kanagawa 236, Japan","Human immunodeficiency virus 1","Viruses",11676
"23","Xin,K.-Q.","Bukawa,H.",1995,"Submitted (29-SEP-1995) Contact:Ke-Qin Xin Yokohama City	University, Bacteriology; 3-9 Fukuura, Kanazawa-ku, Yokohama,	Kanagawa 236, Japan","Human immunodeficiency virus 1","Viruses",11676
"33","Xin,K.-Q.","Ishigatsubo,Y.",1995,"Submitted (29-SEP-1995) Contact:Ke-Qin Xin Yokohama City	University, Bacteriology; 3-9 Fukuura, Kanazawa-ku, Yokohama,	Kanagawa 236, Japan","Human immunodeficiency virus 1","Viruses",11676
"43","Xin,K.-Q.","Kawamoto,S",1995,"Submitted (29-SEP-1995) Contact:Ke-Qin Xin Yokohama City	University, Bacteriology; 3-9 Fukuura, Kanazawa-ku, Yokohama,	Kanagawa 236, Japan","Human immunodeficiency virus 1","Viruses",11676
"52","Xin,K.-Q.",",Okuda,K.",1995,"Submitted (29-SEP-1995) Contact:Ke-Qin Xin Yokohama City	University, Bacteriology; 3-9 Fukuura, Kanazawa-ku, Yokohama,	Kanagawa 236, Japan","Human immunodeficiency virus 1","Viruses",11676
"1453","Crandall,K.A.","Bukawa,H.",1995,"Submitted (29-SEP-1995) Contact:Ke-Qin Xin Yokohama City	University, Bacteriology; 3-9 Fukuura, Kanazawa-ku, Yokohama,	Kanagawa 236, Japan","Human immunodeficiency virus 1","Viruses",11676
"1463","Crandall,K.A.","Ishigatsubo,Y.",1995,"Submitted (29-SEP-1995) Contact:Ke-Qin Xin Yokohama City	University, Bacteriology; 3-9 Fukuura, Kanazawa-ku, Yokohama,	Kanagawa 236, Japan","Human immunodeficiency virus 1","Viruses",11676
"1473","Crandall,K.A.","Kawamoto,S",1995,"Submitted (29-SEP-1995) Contact:Ke-Qin Xin Yokohama City	University, Bacteriology; 3-9 Fukuura, Kanazawa-ku, Yokohama,	Kanagawa 236, Japan","Human immunodeficiency virus 1","Viruses",11676
"1482","Crandall,K.A.",",Okuda,K.",1995,"Submitted (29-SEP-1995) Contact:Ke-Qin Xin Yokohama City	University, Bacteriology; 3-9 Fukuura, Kanazawa-ku, Yokohama,	Kanagawa 236, Japan","Human immunodeficiency virus 1","Viruses",11676
"2883","Bukawa,H.","Ishigatsubo,Y.",1995,"Submitted (29-SEP-1995) Contact:Ke-Qin Xin Yokohama City	University, Bacteriology; 3-9 Fukuura, Kanazawa-ku, Yokohama,	Kanagawa 236, Japan","Human immunodeficiency virus 1","Viruses",11676
"2893","Bukawa,H.","Kawamoto,S",1995,"Submitted (29-SEP-1995) Contact:Ke-Qin Xin Yokohama City	University, Bacteriology; 3-9 Fukuura, Kanazawa-ku, Yokohama,	Kanagawa 236, Japan","Human immunodeficiency virus 1","Viruses",11676
"2902","Bukawa,H.",",Okuda,K.",1995,"Submitted (29-SEP-1995) Contact:Ke-Qin Xin Yokohama City	University, Bacteriology; 3-9 Fukuura, Kanazawa-ku, Yokohama,	Kanagawa 236, Japan","Human immunodeficiency virus 1","Viruses",11676
"4303","Ishigatsubo,Y.","Kawamoto,S",1995,"Submitted (29-SEP-1995) Contact:Ke-Qin Xin Yokohama City	University, Bacteriology; 3-9 Fukuura, Kanazawa-ku, Yokohama,	Kanagawa 236, Japan","Human immunodeficiency virus 1","Viruses",11676
"4312","Ishigatsubo,Y.",",Okuda,K.",1995,"Submitted (29-SEP-1995) Contact:Ke-Qin Xin Yokohama City	University, Bacteriology; 3-9 Fukuura, Kanazawa-ku, Yokohama,	Kanagawa 236, Japan","Human immunodeficiency virus 1","Viruses",11676
"5712","Kawamoto,S",",Okuda,K.",1995,"Submitted (29-SEP-1995) Contact:Ke-Qin Xin Yokohama City	University, Bacteriology; 3-9 Fukuura, Kanazawa-ku, Yokohama,	Kanagawa 236, Japan","Human immunodeficiency virus 1","Viruses",11676
"15","Tanaka,T.","Kato,N.",1995,"Submitted (26-SEP-1995) Contact:Torahiko Tanaka National Cancer	Center Research Institute, Virology Division; 5-1-1 Tsukiji,	Chuo-ku, Tokyo 104, Japan","Hepacivirus C","Viruses",11103
"24","Tanaka,T.","Cho,M.J.",1995,"Submitted (26-SEP-1995) Contact:Torahiko Tanaka National Cancer	Center Research Institute, Virology Division; 5-1-1 Tsukiji,	Chuo-ku, Tokyo 104, Japan","Hepacivirus C","Viruses",11103
"34","Tanaka,T.","Sugiyama,K.",1995,"Submitted (26-SEP-1995) Contact:Torahiko Tanaka National Cancer	Center Research Institute, Virology Division; 5-1-1 Tsukiji,	Chuo-ku, Tokyo 104, Japan","Hepacivirus C","Viruses",11103
"44","Tanaka,T.","Shimotohno,K.",1995,"Submitted (26-SEP-1995) Contact:Torahiko Tanaka National Cancer	Center Research Institute, Virology Division; 5-1-1 Tsukiji,	Chuo-ku, Tokyo 104, Japan","Hepacivirus C","Viruses",11103
"1454","Kato,N.","Cho,M.J.",1995,"Submitted (26-SEP-1995) Contact:Torahiko Tanaka National Cancer	Center Research Institute, Virology Division; 5-1-1 Tsukiji,	Chuo-ku, Tokyo 104, Japan","Hepacivirus C","Viruses",11103
"1464","Kato,N.","Sugiyama,K.",1995,"Submitted (26-SEP-1995) Contact:Torahiko Tanaka National Cancer	Center Research Institute, Virology Division; 5-1-1 Tsukiji,	Chuo-ku, Tokyo 104, Japan","Hepacivirus C","Viruses",11103
"1474","Kato,N.","Shimotohno,K.",1995,"Submitted (26-SEP-1995) Contact:Torahiko Tanaka National Cancer	Center Research Institute, Virology Division; 5-1-1 Tsukiji,	Chuo-ku, Tokyo 104, Japan","Hepacivirus C","Viruses",11103
"2884","Cho,M.J.","Sugiyama,K.",1995,"Submitted (26-SEP-1995) Contact:Torahiko Tanaka National Cancer	Center Research Institute, Virology Division; 5-1-1 Tsukiji,	Chuo-ku, Tokyo 104, Japan","Hepacivirus C","Viruses",11103
"2894","Cho,M.J.","Shimotohno,K.",1995,"Submitted (26-SEP-1995) Contact:Torahiko Tanaka National Cancer	Center Research Institute, Virology Division; 5-1-1 Tsukiji,	Chuo-ku, Tokyo 104, Japan","Hepacivirus C","Viruses",11103
"4304","Sugiyama,K.","Shimotohno,K.",1995,"Submitted (26-SEP-1995) Contact:Torahiko Tanaka National Cancer	Center Research Institute, Virology Division; 5-1-1 Tsukiji,	Chuo-ku, Tokyo 104, Japan","Hepacivirus C","Viruses",11103
"16","Mondigler,M.","Heller,K.J.",1995,"Submitted (01-NOV-1995) Fakultat fur Biologie, Universitat	Konstanz, Germany","Escherichia virus BF23","Viruses",10707
"17","Sosnovtsev,S.","Green,K.Y.",1995,"Submitted (02-JUN-1995) Laboratory of Infectious Diseases, National	Institute of Allergies and Infectious Diseases, National Institutes	of Health, Bethesda, MD 20892, USA","Feline calicivirus","Viruses",11978
"18","Napier,G.B.","Rybicki,E.P.",1995,"Submitted (08-FEB-1995) Edward P. Rybicki, Microbiology, University	of Cape Town, Cape Town, 7700, South Africa","Maize streak virus - B[Vaalhart wheat]","Viruses",268411
"25","Napier,G.B.","Hughes,F.L.",1995,"Submitted (08-FEB-1995) Edward P. Rybicki, Microbiology, University	of Cape Town, Cape Town, 7700, South Africa","Maize streak virus - B[Vaalhart wheat]","Viruses",268411
"1455","Rybicki,E.P.","Hughes,F.L.",1995,"Submitted (08-FEB-1995) Edward P. Rybicki, Microbiology, University	of Cape Town, Cape Town, 7700, South Africa","Maize streak virus - B[Vaalhart wheat]","Viruses",268411
"19","Poglazov,A.B.","Mesyanzhinov,V.V.",1995,"Submitted (27-JAN-1995) The Evergreen State College, 2700 Evergreen	Parkway NW, Olympia, WA 28505, USA","Escherichia virus T4","Viruses",10665
"26","Poglazov,A.B.","Kutter,E.",1995,"Submitted (27-JAN-1995) The Evergreen State College, 2700 Evergreen	Parkway NW, Olympia, WA 28505, USA","Escherichia virus T4","Viruses",10665
"1456","Mesyanzhinov,V.V.","Kutter,E.",1995,"Submitted (27-JAN-1995) The Evergreen State College, 2700 Evergreen	Parkway NW, Olympia, WA 28505, USA","Escherichia virus T4","Viruses",10665
"110","Meyers,G.","Thiel,H.-J.",1995,"Submitted (21-FEB-1995) G Meyers, Federal Research Centre for Virus	Diseases of Animals, P.O. Box 1149, Tubingen D-72001, Germany","Classical swine fever virus","Viruses",11096
