"","Auth1","Auth2","ref.year","journal","tax_name","top1_tax_name","tax_id"
"51","Hagiwara,K.","Hiramune,T.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"61","Hagiwara,K.","Ishihara,C.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"71","Hagiwara,K.","Ikuta,K.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"1453","Kawamoto,S.","Takahashi,H.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"1462","Kawamoto,S.","Nakamura,Y.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"1471","Kawamoto,S.","Nakaya,T.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"1481","Kawamoto,S.","Hiramune,T.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"1491","Kawamoto,S.","Ishihara,C.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"1501","Kawamoto,S.","Ikuta,K.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"2882","Takahashi,H.","Nakamura,Y.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"2891","Takahashi,H.","Nakaya,T.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"2901","Takahashi,H.","Hiramune,T.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"2911","Takahashi,H.","Ishihara,C.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"2921","Takahashi,H.","Ikuta,K.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"4301","Nakamura,Y.","Nakaya,T.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"4311","Nakamura,Y.","Hiramune,T.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"4321","Nakamura,Y.","Ishihara,C.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"4331","Nakamura,Y.","Ikuta,K.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"5711","Nakaya,T.","Hiramune,T.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"5721","Nakaya,T.","Ishihara,C.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"5731","Nakaya,T.","Ikuta,K.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"7111","Hiramune,T.","Ishihara,C.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"7121","Hiramune,T.","Ikuta,K.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"8501","Ishihara,C.","Ikuta,K.",1997,"Submitted (27-FEB-1997) Contact:Kazuyoshi Ikuta Hokkaido	University, Institute of Immunological Science; Kita-15, Nishi-7,	Kita-ku, Sapporo, Hokkaido 060, Japan","Borna disease virus 1","Viruses",1714621
"14","Shioda,T.","Oka,S.",1997,"Submitted (01-APR-1997) Tatsuo Shioda, Institute of Medical	Science, Depertment of Viral Infection; Shiroganedai 4-6-1,	Minato-ku, Tokyo 108, Japan (E-mail:tshiino@nih.go.jp,	Tel:03-5449-5282, Fax:03-5449-5409)","Human immunodeficiency virus 1","Viruses",11676
"24","Shioda,T.","Xin,X.",1997,"Submitted (01-APR-1997) Tatsuo Shioda, Institute of Medical	Science, Depertment of Viral Infection; Shiroganedai 4-6-1,	Minato-ku, Tokyo 108, Japan (E-mail:tshiino@nih.go.jp,	Tel:03-5449-5282, Fax:03-5449-5409)","Human immunodeficiency virus 1","Viruses",11676
"33","Shioda,T.","Liu,H.",1997,"Submitted (01-APR-1997) Tatsuo Shioda, Institute of Medical	Science, Depertment of Viral Infection; Shiroganedai 4-6-1,	Minato-ku, Tokyo 108, Japan (E-mail:tshiino@nih.go.jp,	Tel:03-5449-5282, Fax:03-5449-5409)","Human immunodeficiency virus 1","Viruses",11676
"42","Shioda,T.","Harukuni,R.",1997,"Submitted (01-APR-1997) Tatsuo Shioda, Institute of Medical	Science, Depertment of Viral Infection; Shiroganedai 4-6-1,	Minato-ku, Tokyo 108, Japan (E-mail:tshiino@nih.go.jp,	Tel:03-5449-5282, Fax:03-5449-5409)","Human immunodeficiency virus 1","Viruses",11676
"52","Shioda,T.","Kurotani,A.",1997,"Submitted (01-APR-1997) Tatsuo Shioda, Institute of Medical	Science, Depertment of Viral Infection; Shiroganedai 4-6-1,	Minato-ku, Tokyo 108, Japan (E-mail:tshiino@nih.go.jp,	Tel:03-5449-5282, Fax:03-5449-5409)","Human immunodeficiency virus 1","Viruses",11676
"62","Shioda,T.","Fukushima,M.",1997,"Submitted (01-APR-1997) Tatsuo Shioda, Institute of Medical	Science, Depertment of Viral Infection; Shiroganedai 4-6-1,	Minato-ku, Tokyo 108, Japan (E-mail:tshiino@nih.go.jp,	Tel:03-5449-5282, Fax:03-5449-5409)","Human immunodeficiency virus 1","Viruses",11676
"72","Shioda,T.","Hasan,M.K.",1997,"Submitted (01-APR-1997) Tatsuo Shioda, Institute of Medical	Science, Depertment of Viral Infection; Shiroganedai 4-6-1,	Minato-ku, Tokyo 108, Japan (E-mail:tshiino@nih.go.jp,	Tel:03-5449-5282, Fax:03-5449-5409)","Human immunodeficiency virus 1","Viruses",11676
"8","Shioda,T.","Shiino,T.",1997,"Submitted (01-APR-1997) Tatsuo Shioda, Institute of Medical	Science, Depertment of Viral Infection; Shiroganedai 4-6-1,	Minato-ku, Tokyo 108, Japan (E-mail:tshiino@nih.go.jp,	Tel:03-5449-5282, Fax:03-5449-5409)","Human immunodeficiency virus 1","Viruses",11676
"9","Shioda,T.","Takebe,Y.",1997,"Submitted (01-APR-1997) Tatsuo Shioda, Institute of Medical	Science, Depertment of Viral Infection; Shiroganedai 4-6-1,	Minato-ku, Tokyo 108, Japan (E-mail:tshiino@nih.go.jp,	Tel:03-5449-5282, Fax:03-5449-5409)","Human immunodeficiency virus 1","Viruses",11676
"10","Shioda,T.","Iwamoto,A.",1997,"Submitted (01-APR-1997) Tatsuo Shioda, Institute of Medical	Science, Depertment of Viral Infection; Shiroganedai 4-6-1,	Minato-ku, Tokyo 108, Japan (E-mail:tshiino@nih.go.jp,	Tel:03-5449-5282, Fax:03-5449-5409)","Human immunodeficiency virus 1","Viruses",11676
"111","Shioda,T.","Nagai,Y.",1997,"Submitted (01-APR-1997) Tatsuo Shioda, Institute of Medical	Science, Depertment of Viral Infection; Shiroganedai 4-6-1,	Minato-ku, Tokyo 108, Japan (E-mail:tshiino@nih.go.jp,	Tel:03-5449-5282, Fax:03-5449-5409)","Human immunodeficiency virus 1","Viruses",11676
"1454","Oka,S.","Xin,X.",1997,"Submitted (01-APR-1997) Tatsuo Shioda, Institute of Medical	Science, Depertment of Viral Infection; Shiroganedai 4-6-1,	Minato-ku, Tokyo 108, Japan (E-mail:tshiino@nih.go.jp,	Tel:03-5449-5282, Fax:03-5449-5409)","Human immunodeficiency virus 1","Viruses",11676
"1463","Oka,S.","Liu,H.",1997,"Submitted (01-APR-1997) Tatsuo Shioda, Institute of Medical	Science, Depertment of Viral Infection; Shiroganedai 4-6-1,	Minato-ku, Tokyo 108, Japan (E-mail:tshiino@nih.go.jp,	Tel:03-5449-5282, Fax:03-5449-5409)","Human immunodeficiency virus 1","Viruses",11676
"1472","Oka,S.","Harukuni,R.",1997,"Submitted (01-APR-1997) Tatsuo Shioda, Institute of Medical	Science, Depertment of Viral Infection; Shiroganedai 4-6-1,	Minato-ku, Tokyo 108, Japan (E-mail:tshiino@nih.go.jp,	Tel:03-5449-5282, Fax:03-5449-5409)","Human immunodeficiency virus 1","Viruses",11676
"1482","Oka,S.","Kurotani,A.",1997,"Submitted (01-APR-1997) Tatsuo Shioda, Institute of Medical	Science, Depertment of Viral Infection; Shiroganedai 4-6-1,	Minato-ku, Tokyo 108, Japan (E-mail:tshiino@nih.go.jp,	Tel:03-5449-5282, Fax:03-5449-5409)","Human immunodeficiency virus 1","Viruses",11676
"1492","Oka,S.","Fukushima,M.",1997,"Submitted (01-APR-1997) Tatsuo Shioda, Institute of Medical	Science, Depertment of Viral Infection; Shiroganedai 4-6-1,	Minato-ku, Tokyo 108, Japan (E-mail:tshiino@nih.go.jp,	Tel:03-5449-5282, Fax:03-5449-5409)","Human immunodeficiency virus 1","Viruses",11676
"1502","Oka,S.","Hasan,M.K.",1997,"Submitted (01-APR-1997) Tatsuo Shioda, Institute of Medical	Science, Depertment of Viral Infection; Shiroganedai 4-6-1,	Minato-ku, Tokyo 108, Japan (E-mail:tshiino@nih.go.jp,	Tel:03-5449-5282, Fax:03-5449-5409)","Human immunodeficiency virus 1","Viruses",11676
