"","Auth1","Auth2","ref.year","journal","tax_name","top1_tax_name","tax_id"
"14","Chung,H.-K.","Lee,S.",1994,"Submitted (14-JAN-1994) Contact:Hye-Kyung Chung Institute for	Genetic Engineering KonKuk University, Department of Biology;	Mojin-dong, Sungdong-Gu, Seoul 133-701, Korea","Infectious pancreatic necrosis virus","Viruses",11002
"23","Chung,H.-K.","Soo-Young,K.",1994,"Submitted (14-JAN-1994) Contact:Hye-Kyung Chung Institute for	Genetic Engineering KonKuk University, Department of Biology;	Mojin-dong, Sungdong-Gu, Seoul 133-701, Korea","Infectious pancreatic necrosis virus","Viruses",11002
"31","Chung,H.-K.","Lee,H.",1994,"Submitted (14-JAN-1994) Contact:Hye-Kyung Chung Institute for	Genetic Engineering KonKuk University, Department of Biology;	Mojin-dong, Sungdong-Gu, Seoul 133-701, Korea","Infectious pancreatic necrosis virus","Viruses",11002
"1453","Lee,S.","Soo-Young,K.",1994,"Submitted (14-JAN-1994) Contact:Hye-Kyung Chung Institute for	Genetic Engineering KonKuk University, Department of Biology;	Mojin-dong, Sungdong-Gu, Seoul 133-701, Korea","Infectious pancreatic necrosis virus","Viruses",11002
"1461","Lee,S.","Lee,H.",1994,"Submitted (14-JAN-1994) Contact:Hye-Kyung Chung Institute for	Genetic Engineering KonKuk University, Department of Biology;	Mojin-dong, Sungdong-Gu, Seoul 133-701, Korea","Infectious pancreatic necrosis virus","Viruses",11002
"2881","Soo-Young,K.","Lee,H.",1994,"Submitted (14-JAN-1994) Contact:Hye-Kyung Chung Institute for	Genetic Engineering KonKuk University, Department of Biology;	Mojin-dong, Sungdong-Gu, Seoul 133-701, Korea","Infectious pancreatic necrosis virus","Viruses",11002
"15","Tohya,Y.","Oshikamo,R.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"24","Tohya,Y.","Kawaguchi,Y.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"32","Tohya,Y.","Tomonaga,K.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"41","Tohya,Y.","Maeda,K.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"5","Tohya,Y.","Takeda,N.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"6","Tohya,Y.","Utagawa,E.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"7","Tohya,Y.","Kai,C.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"8","Tohya,Y.","Mikami,T.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"9","Tohya,Y.","Oka,T.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"10","Tohya,Y.","Katayama,K.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"1454","Oshikamo,R.","Kawaguchi,Y.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"1462","Oshikamo,R.","Tomonaga,K.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"1471","Oshikamo,R.","Maeda,K.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"148","Oshikamo,R.","Takeda,N.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"149","Oshikamo,R.","Utagawa,E.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"150","Oshikamo,R.","Kai,C.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"151","Oshikamo,R.","Mikami,T.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"152","Oshikamo,R.","Oka,T.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"153","Oshikamo,R.","Katayama,K.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"2882","Kawaguchi,Y.","Tomonaga,K.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"2891","Kawaguchi,Y.","Maeda,K.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"290","Kawaguchi,Y.","Takeda,N.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"291","Kawaguchi,Y.","Utagawa,E.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"292","Kawaguchi,Y.","Kai,C.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"293","Kawaguchi,Y.","Mikami,T.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"294","Kawaguchi,Y.","Oka,T.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"295","Kawaguchi,Y.","Katayama,K.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"4301","Tomonaga,K.","Maeda,K.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"431","Tomonaga,K.","Takeda,N.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"432","Tomonaga,K.","Utagawa,E.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"433","Tomonaga,K.","Kai,C.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"434","Tomonaga,K.","Mikami,T.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"435","Tomonaga,K.","Oka,T.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"436","Tomonaga,K.","Katayama,K.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"571","Maeda,K.","Takeda,N.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"572","Maeda,K.","Utagawa,E.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"573","Maeda,K.","Kai,C.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"574","Maeda,K.","Mikami,T.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"575","Maeda,K.","Oka,T.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"576","Maeda,K.","Katayama,K.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"711","Takeda,N.","Utagawa,E.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"712","Takeda,N.","Kai,C.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"713","Takeda,N.","Mikami,T.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"714","Takeda,N.","Oka,T.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"715","Takeda,N.","Katayama,K.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"850","Utagawa,E.","Kai,C.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"851","Utagawa,E.","Mikami,T.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"852","Utagawa,E.","Oka,T.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"853","Utagawa,E.","Katayama,K.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"988","Kai,C.","Mikami,T.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"989","Kai,C.","Oka,T.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"990","Kai,C.","Katayama,K.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"1125","Mikami,T.","Oka,T.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"1126","Mikami,T.","Katayama,K.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"1261","Oka,T.","Katayama,K.",1994,"Submitted (15-JUN-1994) Contact:Yukinobu Tohya Nihon University,	College of Bioresource Sciences, Department of Veterinary Medicine,	Laboratory of Veterinary Microbiology; 1866 Kameino, Fujisawa,	Kanagawa 252-0880, Japan","Feline calicivirus","Viruses",11978
"16","Okada,J.","Urasawa,T.",1994,"Submitted (26-AUG-1994) Shozo Urasawa, Sapporo Medical University	School of Medicine, Department of Hygiene and Epidemiology; South	1, West 17, Chuo-ku, Sapporo, Hokkaido 060, Japan	(E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"25","Okada,J.","Kobayashi,N.",1994,"Submitted (26-AUG-1994) Shozo Urasawa, Sapporo Medical University	School of Medicine, Department of Hygiene and Epidemiology; South	1, West 17, Chuo-ku, Sapporo, Hokkaido 060, Japan	(E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"33","Okada,J.","Taniguchi,K.",1994,"Submitted (26-AUG-1994) Shozo Urasawa, Sapporo Medical University	School of Medicine, Department of Hygiene and Epidemiology; South	1, West 17, Chuo-ku, Sapporo, Hokkaido 060, Japan	(E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"42","Okada,J.","Hasegawa,A.",1994,"Submitted (26-AUG-1994) Shozo Urasawa, Sapporo Medical University	School of Medicine, Department of Hygiene and Epidemiology; South	1, West 17, Chuo-ku, Sapporo, Hokkaido 060, Japan	(E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"51","Okada,J.","Mise,K.",1994,"Submitted (26-AUG-1994) Shozo Urasawa, Sapporo Medical University	School of Medicine, Department of Hygiene and Epidemiology; South	1, West 17, Chuo-ku, Sapporo, Hokkaido 060, Japan	(E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"61","Okada,J.","Urasawa,S.",1994,"Submitted (26-AUG-1994) Shozo Urasawa, Sapporo Medical University	School of Medicine, Department of Hygiene and Epidemiology; South	1, West 17, Chuo-ku, Sapporo, Hokkaido 060, Japan	(E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"1455","Urasawa,T.","Kobayashi,N.",1994,"Submitted (26-AUG-1994) Shozo Urasawa, Sapporo Medical University	School of Medicine, Department of Hygiene and Epidemiology; South	1, West 17, Chuo-ku, Sapporo, Hokkaido 060, Japan	(E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"1463","Urasawa,T.","Taniguchi,K.",1994,"Submitted (26-AUG-1994) Shozo Urasawa, Sapporo Medical University	School of Medicine, Department of Hygiene and Epidemiology; South	1, West 17, Chuo-ku, Sapporo, Hokkaido 060, Japan	(E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"1472","Urasawa,T.","Hasegawa,A.",1994,"Submitted (26-AUG-1994) Shozo Urasawa, Sapporo Medical University	School of Medicine, Department of Hygiene and Epidemiology; South	1, West 17, Chuo-ku, Sapporo, Hokkaido 060, Japan	(E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"1481","Urasawa,T.","Mise,K.",1994,"Submitted (26-AUG-1994) Shozo Urasawa, Sapporo Medical University	School of Medicine, Department of Hygiene and Epidemiology; South	1, West 17, Chuo-ku, Sapporo, Hokkaido 060, Japan	(E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"1491","Urasawa,T.","Urasawa,S.",1994,"Submitted (26-AUG-1994) Shozo Urasawa, Sapporo Medical University	School of Medicine, Department of Hygiene and Epidemiology; South	1, West 17, Chuo-ku, Sapporo, Hokkaido 060, Japan	(E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"2883","Kobayashi,N.","Taniguchi,K.",1994,"Submitted (26-AUG-1994) Shozo Urasawa, Sapporo Medical University	School of Medicine, Department of Hygiene and Epidemiology; South	1, West 17, Chuo-ku, Sapporo, Hokkaido 060, Japan	(E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"2892","Kobayashi,N.","Hasegawa,A.",1994,"Submitted (26-AUG-1994) Shozo Urasawa, Sapporo Medical University	School of Medicine, Department of Hygiene and Epidemiology; South	1, West 17, Chuo-ku, Sapporo, Hokkaido 060, Japan	(E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
