"","Auth1","Auth2","ref.year","journal","tax_name","top1_tax_name","tax_id"
"430","Tokiyoshi,S.","Yamaguchi,Y.",1996,"Submitted (24-DEC-1996) Mitsuo Honda, National Institute of Health,	AIDS Research Center; Toyama 1-23-1, Shinjukuku, Tokyo 162, Japan	(E-mail:mhonda@nih.go.jp, Tel:81-3-5285-1111, Fax:81-3-5285-1183)","Human immunodeficiency virus 1","Viruses",11676
"431","Tokiyoshi,S.","Gojohbori,T.",1996,"Submitted (24-DEC-1996) Mitsuo Honda, National Institute of Health,	AIDS Research Center; Toyama 1-23-1, Shinjukuku, Tokyo 162, Japan	(E-mail:mhonda@nih.go.jp, Tel:81-3-5285-1111, Fax:81-3-5285-1183)","Human immunodeficiency virus 1","Viruses",11676
"432","Tokiyoshi,S.","Hachimori,T.",1996,"Submitted (24-DEC-1996) Mitsuo Honda, National Institute of Health,	AIDS Research Center; Toyama 1-23-1, Shinjukuku, Tokyo 162, Japan	(E-mail:mhonda@nih.go.jp, Tel:81-3-5285-1111, Fax:81-3-5285-1183)","Human immunodeficiency virus 1","Viruses",11676
"433","Tokiyoshi,S.","Yamazaki,S.",1996,"Submitted (24-DEC-1996) Mitsuo Honda, National Institute of Health,	AIDS Research Center; Toyama 1-23-1, Shinjukuku, Tokyo 162, Japan	(E-mail:mhonda@nih.go.jp, Tel:81-3-5285-1111, Fax:81-3-5285-1183)","Human immunodeficiency virus 1","Viruses",11676
"434","Tokiyoshi,S.","Honda,M.",1996,"Submitted (24-DEC-1996) Mitsuo Honda, National Institute of Health,	AIDS Research Center; Toyama 1-23-1, Shinjukuku, Tokyo 162, Japan	(E-mail:mhonda@nih.go.jp, Tel:81-3-5285-1111, Fax:81-3-5285-1183)","Human immunodeficiency virus 1","Viruses",11676
"571","Yamaguchi,Y.","Gojohbori,T.",1996,"Submitted (24-DEC-1996) Mitsuo Honda, National Institute of Health,	AIDS Research Center; Toyama 1-23-1, Shinjukuku, Tokyo 162, Japan	(E-mail:mhonda@nih.go.jp, Tel:81-3-5285-1111, Fax:81-3-5285-1183)","Human immunodeficiency virus 1","Viruses",11676
"572","Yamaguchi,Y.","Hachimori,T.",1996,"Submitted (24-DEC-1996) Mitsuo Honda, National Institute of Health,	AIDS Research Center; Toyama 1-23-1, Shinjukuku, Tokyo 162, Japan	(E-mail:mhonda@nih.go.jp, Tel:81-3-5285-1111, Fax:81-3-5285-1183)","Human immunodeficiency virus 1","Viruses",11676
"573","Yamaguchi,Y.","Yamazaki,S.",1996,"Submitted (24-DEC-1996) Mitsuo Honda, National Institute of Health,	AIDS Research Center; Toyama 1-23-1, Shinjukuku, Tokyo 162, Japan	(E-mail:mhonda@nih.go.jp, Tel:81-3-5285-1111, Fax:81-3-5285-1183)","Human immunodeficiency virus 1","Viruses",11676
"574","Yamaguchi,Y.","Honda,M.",1996,"Submitted (24-DEC-1996) Mitsuo Honda, National Institute of Health,	AIDS Research Center; Toyama 1-23-1, Shinjukuku, Tokyo 162, Japan	(E-mail:mhonda@nih.go.jp, Tel:81-3-5285-1111, Fax:81-3-5285-1183)","Human immunodeficiency virus 1","Viruses",11676
"711","Gojohbori,T.","Hachimori,T.",1996,"Submitted (24-DEC-1996) Mitsuo Honda, National Institute of Health,	AIDS Research Center; Toyama 1-23-1, Shinjukuku, Tokyo 162, Japan	(E-mail:mhonda@nih.go.jp, Tel:81-3-5285-1111, Fax:81-3-5285-1183)","Human immunodeficiency virus 1","Viruses",11676
"712","Gojohbori,T.","Yamazaki,S.",1996,"Submitted (24-DEC-1996) Mitsuo Honda, National Institute of Health,	AIDS Research Center; Toyama 1-23-1, Shinjukuku, Tokyo 162, Japan	(E-mail:mhonda@nih.go.jp, Tel:81-3-5285-1111, Fax:81-3-5285-1183)","Human immunodeficiency virus 1","Viruses",11676
"713","Gojohbori,T.","Honda,M.",1996,"Submitted (24-DEC-1996) Mitsuo Honda, National Institute of Health,	AIDS Research Center; Toyama 1-23-1, Shinjukuku, Tokyo 162, Japan	(E-mail:mhonda@nih.go.jp, Tel:81-3-5285-1111, Fax:81-3-5285-1183)","Human immunodeficiency virus 1","Viruses",11676
"850","Hachimori,T.","Yamazaki,S.",1996,"Submitted (24-DEC-1996) Mitsuo Honda, National Institute of Health,	AIDS Research Center; Toyama 1-23-1, Shinjukuku, Tokyo 162, Japan	(E-mail:mhonda@nih.go.jp, Tel:81-3-5285-1111, Fax:81-3-5285-1183)","Human immunodeficiency virus 1","Viruses",11676
"851","Hachimori,T.","Honda,M.",1996,"Submitted (24-DEC-1996) Mitsuo Honda, National Institute of Health,	AIDS Research Center; Toyama 1-23-1, Shinjukuku, Tokyo 162, Japan	(E-mail:mhonda@nih.go.jp, Tel:81-3-5285-1111, Fax:81-3-5285-1183)","Human immunodeficiency virus 1","Viruses",11676
"988","Yamazaki,S.","Honda,M.",1996,"Submitted (24-DEC-1996) Mitsuo Honda, National Institute of Health,	AIDS Research Center; Toyama 1-23-1, Shinjukuku, Tokyo 162, Japan	(E-mail:mhonda@nih.go.jp, Tel:81-3-5285-1111, Fax:81-3-5285-1183)","Human immunodeficiency virus 1","Viruses",11676
"11","Takahashi,K.","Hijikata,M.",1996,"Submitted (27-DEC-1996) Shunji Mishiro, Toshiba General Hospital,	Dept. Medical Sciences; 6-3-22 Higashi Oh-i, Shinagawa-ku, Tokyo	140-8522, Japan (Tel:81-3-3764-8981, Fax:81-3-3764-8992)","GB virus C","Viruses",54290
"21","Takahashi,K.","Aoyama,K.",1996,"Submitted (27-DEC-1996) Shunji Mishiro, Toshiba General Hospital,	Dept. Medical Sciences; 6-3-22 Higashi Oh-i, Shinagawa-ku, Tokyo	140-8522, Japan (Tel:81-3-3764-8981, Fax:81-3-3764-8992)","GB virus C","Viruses",54290
"31","Takahashi,K.","Hosino,H.",1996,"Submitted (27-DEC-1996) Shunji Mishiro, Toshiba General Hospital,	Dept. Medical Sciences; 6-3-22 Higashi Oh-i, Shinagawa-ku, Tokyo	140-8522, Japan (Tel:81-3-3764-8981, Fax:81-3-3764-8992)","GB virus C","Viruses",54290
"41","Takahashi,K.","HIno,K.",1996,"Submitted (27-DEC-1996) Shunji Mishiro, Toshiba General Hospital,	Dept. Medical Sciences; 6-3-22 Higashi Oh-i, Shinagawa-ku, Tokyo	140-8522, Japan (Tel:81-3-3764-8981, Fax:81-3-3764-8992)","GB virus C","Viruses",54290
"51","Takahashi,K.","Mishiro,S.",1996,"Submitted (27-DEC-1996) Shunji Mishiro, Toshiba General Hospital,	Dept. Medical Sciences; 6-3-22 Higashi Oh-i, Shinagawa-ku, Tokyo	140-8522, Japan (Tel:81-3-3764-8981, Fax:81-3-3764-8992)","GB virus C","Viruses",54290
"1451","Hijikata,M.","Aoyama,K.",1996,"Submitted (27-DEC-1996) Shunji Mishiro, Toshiba General Hospital,	Dept. Medical Sciences; 6-3-22 Higashi Oh-i, Shinagawa-ku, Tokyo	140-8522, Japan (Tel:81-3-3764-8981, Fax:81-3-3764-8992)","GB virus C","Viruses",54290
"1461","Hijikata,M.","Hosino,H.",1996,"Submitted (27-DEC-1996) Shunji Mishiro, Toshiba General Hospital,	Dept. Medical Sciences; 6-3-22 Higashi Oh-i, Shinagawa-ku, Tokyo	140-8522, Japan (Tel:81-3-3764-8981, Fax:81-3-3764-8992)","GB virus C","Viruses",54290
"1471","Hijikata,M.","HIno,K.",1996,"Submitted (27-DEC-1996) Shunji Mishiro, Toshiba General Hospital,	Dept. Medical Sciences; 6-3-22 Higashi Oh-i, Shinagawa-ku, Tokyo	140-8522, Japan (Tel:81-3-3764-8981, Fax:81-3-3764-8992)","GB virus C","Viruses",54290
"1481","Hijikata,M.","Mishiro,S.",1996,"Submitted (27-DEC-1996) Shunji Mishiro, Toshiba General Hospital,	Dept. Medical Sciences; 6-3-22 Higashi Oh-i, Shinagawa-ku, Tokyo	140-8522, Japan (Tel:81-3-3764-8981, Fax:81-3-3764-8992)","GB virus C","Viruses",54290
"2881","Aoyama,K.","Hosino,H.",1996,"Submitted (27-DEC-1996) Shunji Mishiro, Toshiba General Hospital,	Dept. Medical Sciences; 6-3-22 Higashi Oh-i, Shinagawa-ku, Tokyo	140-8522, Japan (Tel:81-3-3764-8981, Fax:81-3-3764-8992)","GB virus C","Viruses",54290
"2891","Aoyama,K.","HIno,K.",1996,"Submitted (27-DEC-1996) Shunji Mishiro, Toshiba General Hospital,	Dept. Medical Sciences; 6-3-22 Higashi Oh-i, Shinagawa-ku, Tokyo	140-8522, Japan (Tel:81-3-3764-8981, Fax:81-3-3764-8992)","GB virus C","Viruses",54290
"2901","Aoyama,K.","Mishiro,S.",1996,"Submitted (27-DEC-1996) Shunji Mishiro, Toshiba General Hospital,	Dept. Medical Sciences; 6-3-22 Higashi Oh-i, Shinagawa-ku, Tokyo	140-8522, Japan (Tel:81-3-3764-8981, Fax:81-3-3764-8992)","GB virus C","Viruses",54290
"4301","Hosino,H.","HIno,K.",1996,"Submitted (27-DEC-1996) Shunji Mishiro, Toshiba General Hospital,	Dept. Medical Sciences; 6-3-22 Higashi Oh-i, Shinagawa-ku, Tokyo	140-8522, Japan (Tel:81-3-3764-8981, Fax:81-3-3764-8992)","GB virus C","Viruses",54290
"4311","Hosino,H.","Mishiro,S.",1996,"Submitted (27-DEC-1996) Shunji Mishiro, Toshiba General Hospital,	Dept. Medical Sciences; 6-3-22 Higashi Oh-i, Shinagawa-ku, Tokyo	140-8522, Japan (Tel:81-3-3764-8981, Fax:81-3-3764-8992)","GB virus C","Viruses",54290
"5711","HIno,K.","Mishiro,S.",1996,"Submitted (27-DEC-1996) Shunji Mishiro, Toshiba General Hospital,	Dept. Medical Sciences; 6-3-22 Higashi Oh-i, Shinagawa-ku, Tokyo	140-8522, Japan (Tel:81-3-3764-8981, Fax:81-3-3764-8992)","GB virus C","Viruses",54290
"12","Upton,C.","Buller,M.L.",1996,"Submitted (25-AUG-1996) Biochemistry and Microbiology, University	of Victoria, 150 Petch, Victoria, BC V8W 3P6, Canada","Ectromelia virus","Viruses",12643
"13","Li,X.","Pang,A.",1996,"Submitted (02-AUG-1996) Canadian Forestry Service, Great Lakes	Forestry Centre, 1219 Queen St. East, Sault Ste. Marie, Ontario P6A	5M7, Canada","Choristoneura fumiferana multiple nucleopolyhedrovirus","Viruses",208973
"22","Li,X.","Lauzon,H.",1996,"Submitted (02-AUG-1996) Canadian Forestry Service, Great Lakes	Forestry Centre, 1219 Queen St. East, Sault Ste. Marie, Ontario P6A	5M7, Canada","Choristoneura fumiferana multiple nucleopolyhedrovirus","Viruses",208973
"32","Li,X.","Arif,B.M.",1996,"Submitted (02-AUG-1996) Canadian Forestry Service, Great Lakes	Forestry Centre, 1219 Queen St. East, Sault Ste. Marie, Ontario P6A	5M7, Canada","Choristoneura fumiferana multiple nucleopolyhedrovirus","Viruses",208973
"1452","Pang,A.","Lauzon,H.",1996,"Submitted (02-AUG-1996) Canadian Forestry Service, Great Lakes	Forestry Centre, 1219 Queen St. East, Sault Ste. Marie, Ontario P6A	5M7, Canada","Choristoneura fumiferana multiple nucleopolyhedrovirus","Viruses",208973
"1462","Pang,A.","Arif,B.M.",1996,"Submitted (02-AUG-1996) Canadian Forestry Service, Great Lakes	Forestry Centre, 1219 Queen St. East, Sault Ste. Marie, Ontario P6A	5M7, Canada","Choristoneura fumiferana multiple nucleopolyhedrovirus","Viruses",208973
"2882","Lauzon,H.","Arif,B.M.",1996,"Submitted (02-AUG-1996) Canadian Forestry Service, Great Lakes	Forestry Centre, 1219 Queen St. East, Sault Ste. Marie, Ontario P6A	5M7, Canada","Choristoneura fumiferana multiple nucleopolyhedrovirus","Viruses",208973
"14","Kropinski,A.M.","Sharp,R.W.",1996,"Submitted (29-JAN-1996) Microbiology, Queen's University, Room	741/743, Botterell Hall, Kingston, Ontario K7L 3N6, Canada","Pseudomonas virus D3","Viruses",31535
"15","Beuken,E.","Slobbe,R.",1996,"Submitted (05-MAR-1996) University of Limburg, Medical	Microbiology, P.O. Box 5800, Maastricht 6222 WH, Netherlands","Rat cytomegalovirus Maastricht","Viruses",79700
"23","Beuken,E.","Bruggeman,C.A.",1996,"Submitted (05-MAR-1996) University of Limburg, Medical	Microbiology, P.O. Box 5800, Maastricht 6222 WH, Netherlands","Rat cytomegalovirus Maastricht","Viruses",79700
"33","Beuken,E.","Vink,C.",1996,"Submitted (05-MAR-1996) University of Limburg, Medical	Microbiology, P.O. Box 5800, Maastricht 6222 WH, Netherlands","Rat cytomegalovirus Maastricht","Viruses",79700
"1453","Slobbe,R.","Bruggeman,C.A.",1996,"Submitted (05-MAR-1996) University of Limburg, Medical	Microbiology, P.O. Box 5800, Maastricht 6222 WH, Netherlands","Rat cytomegalovirus Maastricht","Viruses",79700
"1463","Slobbe,R.","Vink,C.",1996,"Submitted (05-MAR-1996) University of Limburg, Medical	Microbiology, P.O. Box 5800, Maastricht 6222 WH, Netherlands","Rat cytomegalovirus Maastricht","Viruses",79700
"2883","Bruggeman,C.A.","Vink,C.",1996,"Submitted (05-MAR-1996) University of Limburg, Medical	Microbiology, P.O. Box 5800, Maastricht 6222 WH, Netherlands","Rat cytomegalovirus Maastricht","Viruses",79700
"16","Balasuriya,U.B.R.","Hedges,J.F.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"24","Balasuriya,U.B.R.","Patton,J.F.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"34","Balasuriya,U.B.R.","Timoney,P.J.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"42","Balasuriya,U.B.R.","McCollum,W.H.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"52","Balasuriya,U.B.R.","Hullinger,P.J.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"61","Balasuriya,U.B.R.","MacLachlan,N.J.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"1454","Hedges,J.F.","Patton,J.F.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"1464","Hedges,J.F.","Timoney,P.J.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"1472","Hedges,J.F.","McCollum,W.H.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"1482","Hedges,J.F.","Hullinger,P.J.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"1491","Hedges,J.F.","MacLachlan,N.J.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"2884","Patton,J.F.","Timoney,P.J.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"2892","Patton,J.F.","McCollum,W.H.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"2902","Patton,J.F.","Hullinger,P.J.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"2911","Patton,J.F.","MacLachlan,N.J.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"4302","Timoney,P.J.","McCollum,W.H.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"4312","Timoney,P.J.","Hullinger,P.J.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"4321","Timoney,P.J.","MacLachlan,N.J.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"5712","McCollum,W.H.","Hullinger,P.J.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"5721","McCollum,W.H.","MacLachlan,N.J.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"7111","Hullinger,P.J.","MacLachlan,N.J.",1996,"Submitted (05-DEC-1996) VM: Pathology, Microbiology & Immunology,	Univ. of California, Davis, School of Veterinary Medicine, Davis,	CA 95616, USA","Equine arteritis virus","Viruses",11047
"17","Wang,F.","Franken,M.",1996,"Submitted (11-JAN-1996) Medicine, Brigham and Women's Hospital, 181	Longwood Avenue, Boston, MA 02115, USA","Macacine gammaherpesvirus 4","Viruses",45455
"25","Wang,F.","Annis,B.",1996,"Submitted (11-JAN-1996) Medicine, Brigham and Women's Hospital, 181	Longwood Avenue, Boston, MA 02115, USA","Macacine gammaherpesvirus 4","Viruses",45455
"1455","Franken,M.","Annis,B.",1996,"Submitted (11-JAN-1996) Medicine, Brigham and Women's Hospital, 181	Longwood Avenue, Boston, MA 02115, USA","Macacine gammaherpesvirus 4","Viruses",45455
"18","Van Cuyck-Gandre,H.","Caudill,J.",1996,"Submitted (25-JUN-1996) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"26","Van Cuyck-Gandre,H.","Clements,N.J.",1996,"Submitted (25-JUN-1996) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"35","Van Cuyck-Gandre,H.","Zhang,H.Y.",1996,"Submitted (25-JUN-1996) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"43","Van Cuyck-Gandre,H.","Buisson,Y.",1996,"Submitted (25-JUN-1996) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"53","Van Cuyck-Gandre,H.","Cohen,S.J.",1996,"Submitted (25-JUN-1996) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"62","Van Cuyck-Gandre,H.","Warren,R.L.",1996,"Submitted (25-JUN-1996) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"71","Van Cuyck-Gandre,H.","Longer,C.",1996,"Submitted (25-JUN-1996) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"1456","Caudill,J.","Clements,N.J.",1996,"Submitted (25-JUN-1996) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
"1465","Caudill,J.","Zhang,H.Y.",1996,"Submitted (25-JUN-1996) Department of Virus Diseases, Walter Reed	Army Institute of Research, Washington, DC 20307-5100, USA","Hepatitis E virus","Viruses",12461
